iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp,pageRank_unique.wpr,close_unique.closeness,outdegree_unique.degree,indegree_unique.degree,local_clust_tt_unique,local_clust_out_unique,pageRank_repro.wpr,close_repro.closeness,outdegree_repro.degree,indegree_repro.degree,local_clust_tt_repro,local_clust_out_repro,pageRank_total.wpr,close_total.closeness,outdegree_total.degree,indegree_total.degree,local_clust_tt_total,local_clust_out_total
BEL,Belgium,2000,236792460312.47,23098.89,10251250.0,142.23,26.190449899552696,4.957445465582136,Belgium,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0,2000,10.04754,16.14291,-0.089152336,-0.086727142,0.0103338307530598,386.190332959644,41.7438487681121,33.321434970998,0.860466169773207,0.890019003977298,0.0128651764668299,12200.8383417674,1936.33250889455,2169.29381357532,0.918003330185351,0.888504455513977,0.0227407458083172,69485.3353083967,13911.0143885657,14377.9376286429,0.968775400159652,0.963486899402052
BLZ,Belize,2000,1138900000.0,4729.67,240799.0,96.54,20.85332872124458,4.569957430232347,Belize,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0,2000,8.4616108,12.391718,0.09714222,0.12981224,0.0015292401935057,2.15073798868411,1.16358520028278,1.61065640578766,0.954762398837933,1.0,0.0017435729416907,305.591595399936,5.09647921980502,15.9970356815458,0.979554991042546,0.910277937097717,0.0018685974715236,5363.44496447597,94.0365514287699,123.853836065351,0.982630132440289,0.989896559524596
BEN,Benin,2000,3519991440.48,487.42,7221619.0,47.35,21.98172439487164,3.857566819632088,Benin,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0,2000,6.189126,15.79259,-0.074519634,-0.043746948,0.0009780833731457,8.66705383758724,1.79561297445788,1.49111632844582,0.924582448487631,0.950613732259302,0.0020274490201217,68.8939426337317,2.95496903767171,49.7854796757273,0.928074563846244,0.766565393518519,0.0021632859264053,3645.67093623539,91.2960254007028,257.742446623115,0.972233403212777,0.973172576766046
BMU,Bermuda,2000,3480219000.0,56542.96,61550.0,,21.9703610597872,,Bermuda,0,America,32.299999,-64.800003,English,GBR,,1.0,2000,10.942756,11.027605,0.038850784,0.045797348,0.0023722080768082,133.799238866725,5.7562812583514,4.48282203201012,0.920277939408756,1.0,0.0019650669118593,276.093423386335,3.86935936207007,164.997857509091,0.997470150128822,0.958978139822644,0.0023449981221641,3511.31095085056,67.951075751887,505.954394976554,0.892846331080569,0.977621654015588
BTN,Bhutan,2000,460733418.4,771.92,596863.0,74.03,19.94833016558664,4.304470416455007,Bhutan,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0,2000,6.648881,13.299443,0.11884928,0.14307785,0.0010084580295901,13.6365669052918,1.38646713706824,1.3272593486148,0.977024482109228,1.0,0.0013316961242871,18.9857642688382,2.0268884945502,5.18946661305592,0.974933131238366,0.871412854130375,0.0014893277524294,5962.47504132508,49.8175359091977,28.3539098537261,0.99747789638113,0.997490305334523
BOL,Bolivia,2000,8397855484.77,975.78,8606326.0,45.6,22.85124221076909,3.819907716520341,Bolivia,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0,2000,6.8832374,15.968008,-0.0036416054,0.013521194,0.0020662110579188,60.0477969591,2.94604056129,3.60003106942156,0.959289526841839,0.9591308658436,0.0024760064470087,93.4485201089287,3.93559875887148,57.2735079373565,0.954329808840011,0.877784752856012,0.0020232363845764,8407.78190605079,309.050247290488,347.948710304586,0.978758150800555,0.982823479167498
BIH,Bosnia and Herzegovina,2000,5567772768.81,1338.48,4159771.0,85.36,22.440260948946417,4.446877606993498,Bosnia and Herzegovina,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0,2000,7.1992898,15.240971,0.16525459,0.17236137,0.0028234953895203,20.9693443467837,2.44138185245215,2.59043004234522,0.778320365215111,0.798643069997175,0.00254575768941,362.6034994506,9.22016765330077,70.7467227381796,0.906329735171381,0.89704765961163,0.002712564030559,8370.53821168187,200.104073405715,491.237499373459,0.950843346100653,0.967360319352556
BWA,Botswana,2000,5788329609.16,3450.81,1677382.0,91.92,22.47910959108109,4.5209186335405,Botswana,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0,2000,8.1463642,14.332745,0.03263855,0.0539608,0.0016938461002478,2.69710972593513,1.71011918177868,1.96806918967227,0.879296961632291,0.818352059925093,0.0031443238001666,968.096938642949,15.5703081864912,61.3728825319737,0.965297632984045,0.910357164096897,0.0019069333743766,24877.1538341346,493.217921975631,267.892462965343,0.989103879756346,0.989851975217243
BRA,Brazil,2000,655448231983.53,3766.55,174018282.0,22.64,27.208585162177982,3.119718253334982,Brazil,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0,2000,8.2339144,18.97467,0.075235367,0.08898735,0.0027140089020407,121.298072560089,5.80909647158299,8.13471437184292,0.928387570924198,0.928496926802011,0.0120709273256634,9908.52347122569,619.235080105454,1511.35614273371,0.902844454037595,0.784492589447582,0.0091563675586553,53790.7298478525,5928.32094703699,5625.14369085714,0.929151862659251,0.936137742615305
BRN,Brunei Darussalam,2000,6570999059.71,20130.26,326424.0,87.06,22.60593172176519,4.466597536124152,Brunei Darussalam,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0,2000,9.9099798,12.695952,0.018959999,0.040678024,0.0019718920963836,336.133626075253,19.8866493121198,3.06108713607152,0.941277256527122,0.928373293929267,0.0018136847780192,253.251111790248,6.35814913853033,68.8719829683337,0.983652707586769,0.966782261004712,0.001943749485088,25243.9933281117,693.503570681129,289.458458756158,0.993924930762671,0.9952709326372
BGR,Bulgaria,2000,13245990274.46,1621.26,8170172.0,77.75,23.306960722784257,4.353498551059343,Bulgaria,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0,2000,7.3909588,15.916,-0.024162292,-0.029098511,0.0021303505090697,63.3504106198954,3.49702131876667,2.34565959383534,0.886010830666334,0.951416135899782,0.0026861269919787,1840.43264542992,59.814714358922,127.978925768908,0.921741510910776,0.866893945917003,0.0029074780539882,15896.9222103754,800.876489370455,936.90418932098,0.952699870320419,0.94608364311297
BFA,Burkina Faso,2000,2968370087.6,248.91,11925546.0,35.12,21.811278847065672,3.558770768766916,Burkina Faso,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0,2000,5.5170913,16.294193,-0.16253519,-0.13268852,0.0016036841642052,28.1047118064196,2.47701388275401,1.68384742764636,0.849981429289288,0.851369431093841,0.0021489942234731,94.2703142134536,4.29381596618487,22.9424468547097,0.96051848750845,0.843936634644069,0.0021184404953138,2458.43939601702,74.8764774809854,159.416898669408,0.92944691253774,0.949502648164288
BDI,Burundi,2000,870486065.88,134.54,6470194.0,22.55,20.58456231001396,3.115735065948688,Burundi,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0,2000,4.9018617,15.682716,0.053667068,0.074394226,0.0012240956368666,3.65221049208904,1.27671616659237,1.15671825574053,1.0,1.0,0.0019224212043556,17.7268882256201,1.83856066791679,10.9451767673754,0.987963665069393,0.846982382696668,0.0018473202119862,868.970521009608,26.0788795419009,45.2654832099523,0.971189255951353,0.985593590225438
CPV,Cabo Verde,2000,539227277.63,1189.51,453317.0,87.52,20.1056477053592,4.471867338673671,Cabo Verde,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0,2000,7.0812969,13.024347,-0.10918331,-0.094072342,0.0009227158763735,41.1718900613216,1.96233468612329,1.56548818891028,0.951350469196246,1.0,0.0016428634977695,102.689123672361,3.2223401882133,15.0860139667072,0.945049697181658,0.768960672237667,0.001818256200006,1041.98104245934,13.198510792652,78.0399076177458,0.979911311553673,0.984122199700409
KHM,Cambodia,2000,3694168979.32,296.43,12462336.0,110.4,22.0300214619436,4.704110133842995,Cambodia,0,Asia,11.583333,104.91666,Khmer,FRA,Emerging and Developing Economies,0.0,2000,5.6918111,16.338221,0.033200264,0.049077988,0.0013828143761696,96.0369376093598,3.60768825810677,1.90086770212992,0.968252800084285,0.999112321286204,0.0018101142646948,743.88421709171,9.58192949694863,40.9660928988918,0.980553463994466,0.969548994365663,0.0019590574613074,17755.9207248091,322.020429385484,368.586725321051,0.993223993622094,0.994266776969345
CMR,Cameroon,2000,10566579294.98,708.57,14912631.0,47.93,23.08096196051347,3.86974161317154,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0,2000,6.5632486,16.517719,-0.11667728,-0.090358734,0.0017534263378712,36.2825779720274,2.58045768527975,1.92976969222643,0.847331563924774,0.82247403210576,0.0022526882753784,80.3750211851444,4.70265353404528,39.1860177982395,0.96468652179025,0.763095334803296,0.0022596313290134,15325.5156616374,412.692783850777,323.686676487954,0.96660981225926,0.975308862522822
CAN,Canada,2000,744773415931.59,24271.0,30685730.0,82.77,27.336345869376974,4.416065676897304,Canada,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0,2000,10.097037,17.239307,0.084012032,0.093324661,0.0116260031701603,618.088590691056,88.3306653831785,43.3107462292153,0.898738698562576,0.973798661854416,0.0197181557701783,24570.0866239642,3134.91725685712,4176.25242186357,0.943972895565826,0.948552715897095,0.024778793849875,98831.1970233021,20845.7374157056,16809.0346850337,0.983586925654653,0.987632014007457
CAF,Central African Republic,2000,916777282.69,239.15,3833416.0,45.66,20.63637512470196,3.821222641101649,Central African Republic,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0,2000,5.4770908,15.159266,-0.11389637,-0.086368561,0.0010481506870264,8.82793280262067,1.67954467978578,1.17461785809544,0.937435746805698,0.90984126984127,0.0016184456782562,39.9728446405138,2.29699447777295,6.88241693787793,0.97491900541841,0.923300848877471,0.0017825301514405,6194.47393030001,65.3882728077526,34.1158417957812,0.985790085020281,0.996854092464064
TCD,Chad,2000,1388506771.59,163.12,8512093.0,51.57,21.05149474160957,3.942940108062868,Chad,1,Africa,12.166667,14.983334,French,FRA,Emerging and Developing Economies,0.0,2000,5.0944862,15.956999,-0.13469553,-0.10008812,0.0009082323536283,1.95001997301494,1.25851811919903,1.25152917692494,0.631399317406143,0.238372093023256,0.0016784218791655,19.0186630725382,1.94605277371756,11.1981760742903,0.986965027590594,0.903504955281605,0.0016385596727672,2260.36126359715,38.2651884789341,44.6027874597881,0.988047710435065,0.98358968153971
CHL,Chile,2000,78339750721.36,5052.99,15503635.0,58.71,25.08432098316933,4.072610070076094,Chile,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0,2000,8.5277357,16.556585,0.023919106,0.035879135,0.0033843670195096,174.840909027156,7.1299862582835,13.1379660530119,0.94417903833833,0.992021083652277,0.0038375354958057,2192.05417049455,60.1822844531093,383.363876233083,0.963127203561685,0.86218156333786,0.0036944545010433,32573.3001991288,2500.83253327898,2152.71155979402,0.952620403378977,0.949842105944584
CHN,China,2000,1223754919971.05,969.2,1262645000.0,39.01,27.832945051188403,3.663818023518565,China,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0,2000,6.876471,20.956474,0.095242977,0.10312653,0.0065882504551832,529.081357261302,73.3780712232,20.1433651986293,0.81614566416058,0.821300070948643,0.0176472772387326,25515.399103123,6507.69124782057,4894.17821814815,0.896122926751095,0.874072327232769,0.0191582644675908,85797.0224466646,20536.6469596509,13602.9576036733,0.952658561144011,0.957804354465762
COL,Colombia,2000,99875074951.03,2555.01,39089934.0,32.67,25.327185991480928,3.4864572256129787,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0,2000,7.8458114,17.481375,0.12995672,0.1463356,0.0034614447050761,155.943099746448,6.50504607895446,5.33450617766711,0.936971863182489,0.943490981325343,0.0046186161748981,2154.00280087341,98.2491246750775,267.784181006261,0.921160572906443,0.827768265417638,0.0036259751213869,43903.0663784849,1971.28417474362,1526.1946232694,0.941379890178999,0.947167525925635
COM,Comoros,2000,351136579.65,655.01,536080.0,35.76,19.67668582155618,3.576829950305313,Comoros,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0,2000,6.4846506,13.192039,-0.10463333,-0.085435867,0.0008627830450584,0.0,0.0,1.16289405667273,1.0,0.0,0.0013181322120868,2.07411874573688,1.57656172609567,4.31813479311192,0.982480235604487,0.975765306122449,0.0016345221860402,609.589473341754,10.1904716393575,25.2496057218353,0.986490894105983,0.996505882424619
COG,"Congo, Rep.",2000,3227927697.58,1024.3,3151345.0,123.91,21.89510618858405,4.819555495628402,Republic of Congo,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0,2000,6.9317646,14.96334,0.277071,0.31539536,0.0011267234645197,92.7990171703674,3.39818872010951,1.42117477037224,0.940037518992929,0.958859558247859,0.0018581308246373,146.117864177965,3.94426549293809,32.8809921793624,0.966240284633244,0.827985818626997,0.0019425444929478,14977.5832309437,451.983945331531,181.881160752791,0.988062246512844,0.989529239858829
CRI,Costa Rica,2000,15013629661.9,3812.75,3937739.0,86.52,23.43222426960812,4.460375601084858,Costa Rica,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0,2000,8.2461061,15.186117,0.032464027,0.051860809,0.0026554397787285,36.31539968057,2.20325325940691,2.77020073250397,0.852616216216216,0.965575740439669,0.0036859819989971,6880.79847432944,253.284956619396,259.362376924034,0.957178485756489,0.952478650796459,0.0027849909290169,31989.672914562,995.429127259868,830.289181711828,0.955761593231946,0.958670715521772
CIV,Cote d'Ivoire,2000,16577533891.88,936.64,17699004.0,54.96,23.531314235655817,4.006605647914094,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0,2000,6.842299,16.689018,-0.15725136,-0.12957764,0.0020392305250884,75.3829546913525,3.60110989918825,2.11616891408316,0.819863003163901,0.890531398782619,0.0024173642298426,553.777549380785,14.0195642157276,62.0974994664304,0.932676295028725,0.649128923417397,0.0027903680532001,14651.018174331,747.630168252617,573.990474811402,0.918429593052358,0.897242848912858
HRV,Croatia,2000,22134411297.47,4953.65,4468302.0,74.6,23.82039930677368,4.312140507209715,Croatia,0,Europe,45.799999,15.966666,Serbo-Croatian,AUT,Advanced Economies,1.0,2000,8.5078802,15.312519,-0.061720848,-0.071584702,0.0047652692520945,39.3275569910715,3.20106362894619,3.80369861473905,0.810232225539626,0.886213819887155,0.0030549130811108,2910.36192590668,108.808365991595,156.877646695672,0.928961901307753,0.898174991349132,0.0034127545473896,17459.6290744471,724.985923944164,1145.59863938452,0.944815738223319,0.929249428542146
CUB,Cuba,2000,30565400000.0,2751.38,11109109.0,31.08,24.14313448720553,3.436564525499447,Cuba,0,America,23.116667,-82.416664,Spanish,ESP,,0.0,2000,7.919858,16.223276,0.071400166,0.074726105,0.0015450438611532,30.3876097477114,3.37203559689014,2.44914700759804,0.834372977663967,0.810224142248936,0.0025968565808486,112.229632760154,4.65213525575036,89.2182988170301,0.935292174525214,0.898792546532502,0.0025310731237832,13312.3466152931,371.725568391154,697.489095110985,0.944238990657854,0.968561279492139
CYP,Cyprus,2000,9985847313.85,14388.35,947667.0,137.49,23.024434658886907,4.923551187189142,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0,2000,9.5741739,13.761759,-0.06064415,-0.050006866,0.0026038127894836,89.79776172465,3.74834519089815,4.44568830314466,0.833971424550715,0.865268946554391,0.0030464715356413,617.520673570887,19.4698881858244,125.721597216508,0.926293903331781,0.775444161001414,0.0028854933607386,8342.26813059436,233.386777777116,977.670163318242,0.954747340928649,0.932548969971635
CZE,Czechia,2000,62175642238.08,6062.92,10255063.0,97.5,24.85322915610533,4.579852378003801,Czech Republic,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0,2000,8.7099466,16.143282,-0.050603867,-0.053407669,0.0031531625231412,160.008509789641,8.47987816387349,5.46008422718167,0.911119704987628,0.928164122072611,0.0061369062053537,12660.3471057758,829.927326735008,933.491682402944,0.94755365176209,0.939411394958485,0.0050219176276132,50114.227607614,3196.47506072089,3413.67999265187,0.969968302435659,0.968829771695524
DNK,Denmark,2000,164043817223.59,30722.03,5339616.0,83.04,25.82339940727749,4.419322419417578,Denmark,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0,2000,10.332735,15.490664,-0.084361076,-0.081020355,0.0066175316527177,237.021711716707,22.5689300671656,16.8290536765152,0.828891978464405,0.878056959314981,0.0071046437330685,9741.25525622994,884.978779479086,1043.27946488437,0.920205434868182,0.877677687958825,0.0069630437351435,47041.4570246832,4835.6530225175,4457.75208255838,0.961689271647618,0.95290326826555
DJI,Djibouti,2000,551230861.86,737.61,747318.0,,20.12766426640837,,Djibouti,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0,2000,6.603415,13.524246,-0.0035324097,0.027870178,0.0014182315129401,0.0,0.0,1.36254123117906,0.841836734693878,0.0,0.0015648305876015,38.7549318539022,2.2287855968728,18.8727549477016,0.980771340302995,0.756571097116341,0.0018949525233751,415.295839827317,15.4830396370599,133.917403789399,0.974632149243287,0.81940643308691
DMA,Dominica,2000,333470370.37,4867.4,68511.0,,19.625064574905284,,Dominica,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0,2000,8.4903154,11.134749,0.010371208,0.0051441193,0.0014260499718442,23.7468000940509,1.48540798930012,1.57222502959503,0.887014604324691,1.0,0.0018043876058577,143.751175405999,4.52669704176523,12.7085902690693,0.947290742152322,0.930088942387362,0.0020092907742716,1633.08522482532,38.7638008555288,71.3561577674722,0.936282706802386,0.898014165738836
